********************************************************************* 
metricRunTimeDP: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
metricRunTimeDPSort: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 5, 4, 5, 5, 4, 5, 5, 4, 4, 4, 5, 5, 4, 5, 5, 4, 5, 5, 4, 6, 5, 6, 5, 5, 5, 6, 7, 6, 6, 6, 5, 6, 6, 7, 7, 6, 7, 7, 7, 7, 8, 6, 7, 6, 7, 7, 7, 7, 8, 7, 7, 7, 7, 8, 7, 7, 9, 8, 8, 9, 7, 9, 8, 7, 8, 7, 8, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 10, 9, 7, 10, 11, 10, 9, 10, 10, 10, 9, 11, 10, 10, 10, 11, 11, 11, 10, 10, 12, 11, 10, 11, 10, 10, 11, 11, 11, 10, 11, 11, 12
metricRunTimePointQuery: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
metricRunTimeRangeQuery: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
metricDPErrorP: 3.8, 1.2, 3.2, 0.8, 6.8, 3.8, 5.4, 4, 4.8, 4.8, 8.4, 5.8, 11.8, 5.8, 7.4, 1.2, 1.4, 5, 7.8, 5, 5.2, 6.6, 7.2, 3.8, 3.8, 6.4, 15.8, 6.8, 7.8, 8, 9.6, 2.2, 5.6, 4.8, 5.6, 3.8, 4.4, 3.8, 10, 6, 8.4, 6, 6, 6, 8, 6, 11.4, 5.2, 7.2, 5.8, 10.4, 7, 8.6, 8.2, 10.2, 9.4, 11.6, 12.4, 17.8, 13.2, 15.8, 17, 22.4, 0.4, 3, 1.8, 3.6, 1.8, 3.4, 1.8, 4, 0.4, 3.6, 1, 6.2, 2.6, 10.2, 7.4, 8.4, 5.6, 11.2, 10.2, 12.8, 12.8, 13.2, 15.6, 16.2, 8.8, 12.6, 10.6, 15.8, 13.2, 15.6, 16.2, 18.6, 9.6, 13.6, 10.2, 12, 12, 12, 12.8, 15, 10.6, 11.4, 12.8, 13.6, 11.6, 17, 15.2, 20.8, 12.2, 16.4, 15, 20.8, 13.4, 18.8, 14.2, 15.2, 13.6, 15.8, 14.4, 16.2, 15.4, 16.6, 15.8, 19.4, 1.8, 6.6, 4, 13.8, 7.8, 9.4, 9, 12, 10, 15, 14, 14, 9.4, 12.8, 12.6, 14.4, 3.8, 7.2, 4.8, 14.4, 5.2, 11.4, 12.2, 16.4, 7.4, 9.6, 7.4, 7.8, 10.8, 12, 15.4, 15.8, 5.8, 6.2, 7.8, 12.6, 9.8, 15.2, 12.6, 16.2, 6, 9.2, 9.4, 10, 13, 13.4, 13, 14.2, 9.8, 10, 10, 13.8, 10.2, 14.2, 17.4, 18, 15.2, 19.6, 18.8, 20.2, 16.4, 16.4, 18, 19.6, 7.6, 9.6, 11.6, 14.2, 8.8, 10.2, 10.2, 12.4, 10.8
metricDPStoreErrorP: 3.8, 1.2, 3, 0.6, 6.6, 3.6, 5.2, 3.8, 4.6, 4.6, 8.4, 5.8, 11.8, 5.8, 7.4, 1, 1.4, 5, 7.8, 5, 5.2, 6.6, 7.2, 3.8, 3.8, 6.4, 15.8, 6.8, 7.8, 8, 9.6, 2, 5.4, 4.6, 5.4, 3.8, 4.4, 3.8, 10, 6, 8.4, 6, 6, 6, 8, 6, 11.4, 5, 7, 5.6, 10.2, 7, 8.6, 8.2, 10.2, 9.4, 11.6, 12.4, 17.8, 13.4, 16, 17, 22.4, 0, 3.4, 2, 3.8, 1.4, 3.4, 1.4, 3.6, 0, 3.2, 0.6, 6.2, 2.8, 10.4, 7.6, 8.6, 5.6, 11.2, 10.2, 12.8, 12.8, 13.2, 15.6, 16.2, 8.8, 12.6, 10.6, 15.8, 13.2, 15.6, 16.2, 18.8, 9.6, 13.6, 10.2, 12, 12, 12, 12.8, 15, 10.6, 11.4, 12.8, 13.6, 11.6, 17, 15.2, 20.8, 12.2, 16.4, 15, 20.8, 13.4, 18.8, 14.2, 15.2, 13.6, 15.8, 14.4, 16.2, 15.4, 16.6, 15.8, 19.4, 1.2, 6, 3.4, 14.4, 7.2, 8.8, 9, 12, 9.4, 15.6, 13.8, 13.8, 9.4, 12.8, 12.6, 14.4, 3.2, 6.6, 4.6, 14.6, 5.4, 11.6, 12.4, 16.6, 7.4, 9.6, 7.4, 7.8, 10.8, 12, 15.4, 15.8, 5.8, 6.2, 7.8, 12.6, 9.8, 15.2, 12.6, 16.2, 6, 9.2, 9.4, 10, 13, 13.4, 13, 14.2, 9.8, 10, 10, 13.8, 10.2, 14.2, 17.4, 18, 15.2, 19.6, 18.8, 20.2, 16.4, 16.4, 18, 19.6, 7.6, 9.6, 11.6, 14.2, 8.8, 10.2, 10.2, 12.4, 10.8
metricTTStoreErrorP: 0, 0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 0, 0, 0.4, 0.4, 0.2, 0.2, 0.4, 0, 0.4, 0.4, 0.4, 0.4, 0.4, 0, 0.2, 0.2, 0.2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0, 0, 0.6, 0.6, 0.6, 0.6, 0, 0, 0, 0, 0.6, 0.6, 0.2, 0.2, 0.6, 0.6, 0.6, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
metricDPErrorR: 8.93333, 2, 5.6, 1.2, 11.3333, 6.86667, 9.53333, 6.46667, 8.6, 8.2, 18.7333, 11.6667, 23.8, 11.6667, 15.1333, 1.66667, 2.33333, 12.2667, 19.1333, 13.1333, 13.6667, 17.5333, 19.1333, 9.93333, 9.93333, 16.6667, 39.3333, 16.9333, 18.6, 19.2, 21.8667, 5.33333, 14.8667, 12, 14.2, 8.93333, 10.7333, 8.93333, 22.2667, 13, 18.4667, 13, 13, 13, 19, 13, 27.8667, 10.8667, 16.4667, 12.5333, 24.6, 16.7333, 20.2, 19.5333, 24.8667, 21.0667, 26.8, 27.6667, 41.5333, 29.4, 34.5333, 39.6, 50.1333, 1.06667, 5.4, 3.6, 8.2, 2.06667, 7.2, 2.06667, 7.86667, 1.06667, 6.93333, 1.6, 12.9333, 5.53333, 25.4, 16.1333, 19.1333, 12.2, 22.3333, 21.2, 28.5333, 31.8, 32.4667, 40.1333, 41.1333, 20.7333, 30.6667, 24.5333, 37.2667, 28.0667, 34.6667, 36.2667, 42.9333, 18.7333, 25.9333, 19.7333, 23.5333, 23, 23, 24.3333, 29.5333, 20.4, 22.6667, 27, 29.1333, 23.4, 36.6, 30.2, 42.1333, 25.4, 34, 32.2667, 42.7333, 28, 42.5333, 29.3333, 32.2, 29.1333, 34.8, 31.2667, 34.2667, 34.2667, 36.2667, 35.3333, 42.4, 2.4, 12.8, 6.66667, 35.4667, 18.5333, 21.1333, 24.2667, 30.7333, 23.7333, 41, 35.5333, 35.5333, 24.6667, 32.9333, 33.8, 37.5333, 5.66667, 12.6, 8.4, 26.8, 8.66667, 21.8, 23.4, 30.6, 17.2, 22.2667, 17.2, 18.2667, 24.6667, 27.8667, 35.1333, 36.2, 12.7333, 13.6, 17.6667, 28, 21.2, 35.8, 27.8667, 36.3333, 13.2667, 19.7333, 21.7333, 23.5333, 29.2, 30.4, 29.2, 31.4, 20.4, 21, 20.9333, 28.6667, 21.4667, 31.0667, 39.8, 40.8, 34.5333, 42.4667, 40.5333, 43.1333, 36.5333, 36.5333, 40.8667, 45.1333, 20.4667, 24.8, 31.4667, 36.5333, 23.2667, 27.0667, 27.2667, 30.9333, 26.9333
metricDPStoreErrorR: 8.93333, 2, 6, 1.2, 11.7333, 7.26667, 9.93333, 6.73333, 8.86667, 8.6, 18.7333, 11.6667, 23.8, 11.6667, 15.1333, 1.66667, 2.33333, 12.2667, 19.1333, 13.1333, 13.6667, 17.5333, 19.1333, 9.93333, 9.93333, 16.6667, 39.3333, 16.9333, 18.6, 19.2, 21.8667, 5.33333, 15.2667, 12.4, 14.6, 8.93333, 10.7333, 8.93333, 22.2667, 13, 18.4667, 13, 13, 13, 19, 13, 27.8667, 11.1333, 16.8667, 12.9333, 25, 16.7333, 20.2, 19.5333, 24.8667, 21.0667, 26.8, 27.6667, 41.5333, 29.9333, 35.0667, 39.6, 50.1333, 0, 6.2, 4, 8.6, 2.33333, 7.2, 2.33333, 8.66667, 0, 7.2, 1.6, 12.9333, 5.93333, 25.8, 16.5333, 19.5333, 12.2, 22.3333, 21.2, 28.5333, 31.8, 32.4667, 40.1333, 41.1333, 20.7333, 30.6667, 24.5333, 37.2667, 28.0667, 34.6667, 36.2667, 43.4667, 18.7333, 25.9333, 19.7333, 23.5333, 23, 23, 24.3333, 29.5333, 20.4, 22.6667, 27, 29.1333, 23.4, 36.6, 30.2, 42.1333, 25.4, 34, 32.2667, 42.7333, 28, 42.5333, 29.3333, 32.2, 29.1333, 34.8, 31.2667, 34.2667, 34.2667, 36.2667, 35.3333, 42.4, 2, 13.6, 7.46667, 35.8667, 19.4667, 22.3333, 24.2667, 30.7333, 24.6667, 41.4, 36.3333, 36.3333, 24.6667, 32.9333, 33.8, 37.5333, 5.93333, 13.5333, 8.66667, 27.2, 9.46667, 22.6, 24.3333, 31.5333, 17.2, 22.2667, 17.2, 18.2667, 24.6667, 27.8667, 35.1333, 36.2, 12.7333, 13.6, 17.6667, 28, 21.2, 35.8, 27.8667, 36.3333, 13.2667, 19.7333, 21.7333, 23.5333, 29.2, 30.4, 29.2, 31.4, 20.4, 21, 20.9333, 28.6667, 21.4667, 31.0667, 39.8, 40.8, 34.5333, 42.4667, 40.5333, 43.1333, 36.5333, 36.5333, 40.8667, 45.1333, 20.4667, 24.8, 31.4667, 36.5333, 23.2667, 27.0667, 27.2667, 30.9333, 26.9333
metricTTStoreErrorR: 0, 0, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0.533333, 0, 0, 0, 0, 0, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.533333, 0.533333, 0.533333, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.533333, 0.533333, 0.533333, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0.533333, 0.533333, 0, 0, 1.06667, 0.8, 0.4, 0.4, 1.06667, 0, 1.06667, 1.06667, 1.06667, 1.06667, 1.06667, 0, 0.4, 0.4, 0.4, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 1.6, 1.6, 0.4, 1.6, 1.6, 0, 0, 1.6, 0.4, 1.2, 1.2, 0, 0, 0, 0, 1.6, 1.6, 0.533333, 0.4, 1.06667, 1.06667, 1.06667, 1.06667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
