********************************************************************* 
metricRunTimeDP: 1353, 1259, 1185, 1364, 1241, 1428, 1320, 1336, 1131, 1312
metricRunTimeDPSort: 41, 43, 43, 44, 44, 44, 45, 45, 45, 45
metricDPError: 56, 75, 63, 91, 88, 128, 118, 91, 59, 61
metricDPStoreError: 0, 26, 26, 30, 38, 54, 58, 72, 76, 76
metricTTStoreError: 56, 49, 81, 73, 54, 74, 60, 83, 97, 103
********************************************************************* 
metricRunTimeDP: 1549, 1455, 1294, 1450, 1357, 1392, 1481, 1518, 1394, 1485
metricRunTimeDPSort: 42, 42, 41, 43, 43, 44, 44, 45, 45, 45
metricDPError: 85, 28, 44, 60, 96, 94, 86, 81, 160, 130
metricDPStoreError: 12, 15, 15, 28, 43, 44, 44, 49, 69, 69
metricTTStoreError: 73, 29, 53, 60, 57, 90, 86, 70, 127, 127
********************************************************************* 
metricRunTimeDP: 1277, 1207, 1300, 1188, 1329, 1304, 1245, 1276, 1320, 1338
metricRunTimeDPSort: 41, 42, 42, 43, 44, 44, 43, 45, 46, 46
metricDPError: 48, 80, 128, 84, 85, 116, 226, 256, 378, 377
metricDPStoreError: 33, 33, 53, 63, 63, 72, 126, 128, 149, 159
metricTTStoreError: 15, 71, 77, 81, 60, 50, 112, 144, 255, 256
